NDB_ナンバー,食品名,水_(g),Energ_Kcal,タンパク質_(g),Lipid_Tot_(g),Ash_(g),炭水化物_(g),ファイバー_TD_(g),Sugar_Tot_(g)
23128,"ビーフ、チャック、ショートリブ、BNLESS、LN & FAT、0"" FAT、ALL GRDS、RAW",63.84,235,17.48,18.33,0.84,0,0,0
23129,"ビーフ、チャック、ショートリブ、BNLESS、LN & FAT、0"" FAT、チョイック、生",63.23,240,17.22,19.03,0.83,0,0,0
23130,"ビーフ、チャック、ショートリブ、BNLESS、LN & FAT、0"" FAT、SEL、RAW",64.76,227,17.87,17.28,0.86,0,0,0
23131,"ビーフ、SHLDR ポット RST、BNLESS、LN & FAT、0"" FAT、ALL GRDS、CKD、BRSD",59.76,204,31.03,8.92,1.38,0,0,0
23132,"ビーフ、SHLDR ポット RST、BNLESS、LN & FAT、0"" FAT、CHOIC、CKD、BRSD",59.49,207,30.93,9.25,1.4,0,0,0
23133,"ビーフ、SHLDR ポット RST、BNLESS、LN & FAT、0"" FAT、SEL、CKD、BRSD",60.15,200,31.18,8.41,1.35,0,0,0
23134,"BEEF,CHK EYE CTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,ALL GR, CKD",51.91,296,27.69,20.55,0.96,0,0,0
23135,"BEEF,CHK EYE CNTRY-STYL RIBS,BNL,LN & FAT,0"" FAT,CHOICE, CKD",51.36,303,27.16,21.56,0.94,0,0,0
23136,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL, CKD",52.74,285,28.47,19.03,0.99,0,0,0
23137,"牛肉、CHK EYE CNTRY-STYLE リブ、BNL、LN & FAT、0"" FAT、すべて GR、生",66.33,205,18.97,14.32,0.88,0,0,0
23138,"ビーフ、CHK EYE CNTRY-STYLE リブ、BNL、LN & FAT、0"" FAT、チョイス、生",65.78,210,18.87,14.99,0.86,0,0,0
23139,"牛肉、CHK EYE CNTRY-STYLE リブ、BNL、LN & FAT、0"" FAT、SEL、RAW",67.17,196,19.1,13.33,0.91,0,0,0
23140,"ビーフ、チャックアイステーキ、BNLESS、LN & FAT、0"" FAT、ALL GRDS、CKD、GR",55.22,277,24.98,19.64,0.94,0,0,0
23141,"牛肉、赤目ステーキ、BNLESS、LN & FAT、0"" FAT、CHOIC、CKD、グリル",54.74,283,24.95,20.35,0.94,0,0,0
23142,"牛肉、チャックアイステーキ、BNLESS、LN & FAT、0"" FAT、SEL、CKD、グリル",55.93,267,25.03,18.57,0.94,0,0,0
23143,"ビーフ、チャックアイ ステーキ、BNLESS、LN & FAT、0"" FAT、全 GRDS、生",64.48,223,18.86,16.35,0.86,0,0,0
23144,"ビーフ、チャックアイステーキ、BNLESS、LN & FAT、0"" FAT、チョイック、生",63.98,227,18.86,16.85,0.84,0,0,0
23145,"ビーフ、チャックアイ ステーキ、BNLESS、LN & FAT、0"" FAT、SEL、RAW",65.24,216,18.86,15.6,0.89,0,0,0
23146,"ビーフ、リブアイ RST、BNE-IN、LIP-ON、LN、1/8"" FT、ALL GRDS、CKD、RSTD",58.66,231,27.12,13.64,1.05,0,0,0
23147,"ビーフ、リブアイ RST、ボーンイン、リップオン、LN、1/8"" FAT、SEL、CKD、RSTD",60.3,219,27.03,12.29,1.11,0,0,0
23148,"ビーフ、リブアイステーキ、BNLES、LIP-ON、LN、1/8"" FAT、CHOIC、CKD、GRILD",60.57,217,27.3,11.97,1.01,0,0,0
23149,"ビーフ,リブロースステーキ,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,CKD,グリルド",62.56,192,28.98,8.48,1.05,0,0,0
23150,"ビーフ、リブアイ STK/RST、骨付き、リップオン、LN、1/8"" FAT、全 GRDS、生",69.24,166,21.22,9.04,0.97,0,0,0
23151,"ビーフ、リブアイステーキ/RST、骨付き、リップオン、LN、1/8"" FAT、チョイック、生",68.58,173,20.93,9.97,0.95,0,0,0
23152,"ビーフ、リブロースステーキ/ロースト、骨付き、リップオン、LN、1/8"" FAT、SEL、生",70.21,155,21.65,7.64,1,0,0,0
23153,"ビーフ、リブアイ STK/RST、BNLESS、LIP-ON、LN、1/8"" FAT、ALL GRDS、RAW",70.14,156,21.99,7.54,1.01,0,0,0
23154,"ビーフ、リブアイステーキ/ロースト、BNLESS、LIP-ON、LN、1/8"" FAT、チョイック、生",69.65,161,21.62,8.29,0.99,0,0,0
23155,"ビーフ、リブアイステーキ/ロースト、BNLESS、LIP-ON、LN、1/8"" FAT、SEL、生",70.89,148,22.55,6.41,1.03,0,0,0
23156,"ビーフ、リブアイ STK、BNE-IN、LIP-ON、LN、1/8"" FAT、ALL GRDS、CKD、GRLD",59.69,221,27.4,12.43,1.09,0,0,0
23157,"ビーフ、リブアイステーキ、骨付き、リップオン、LN、1/8"" FAT、CHOIC、CKD、GRLD",59.13,229,27.03,13.44,1.04,0,0,0
23158,"ビーフ、リブアイステーキ、骨付き、リップオン、LN、1/8"" FAT、SEL、CKD、GRILD",60.51,210,27.96,10.91,1.15,0,0,0
23159,"ビーフ、リブアイ RST、BNLESS、LIP-ON、LN、1/8"" FAT、ALL GRDS、CKD、RSTD",59.55,218,28.21,11.68,1.05,0,0,0
23160,"ビーフ、リブアイ RST、BNLESS、LIP-ON、LN、1/8"" FAT、CHOIC、CKD、RSTD",58.26,229,27.87,13.01,1.01,0,0,0
23161,"ビーフ、リブアイ RST、BNLESS、LIP-ON、LN、1/8"" FAT、SEL、CKD、RSTD",61.49,202,28.72,9.68,1.11,0,0,0
23162,"ビーフ、プレート STK、BNLE、INSDE SKRT、LN、0"" FAT、すべての GRDS、CKD、GRLD",57,234,29.99,12.69,1.05,0,0,0
23163,ビーフ、プレート ステーキ、BNLESS、インサイド スカート、LN、脂肪 0 インチ、すべての GRDS、生,69.5,164,21.17,8.82,0.95,0,0,0
23164,"ビーフ、プレートSTK、BNLES、インサイドスカート、LN、0"" FAT、CHOIC、CKD、GRLD",56.33,242,29.56,13.72,1.03,0,0,0
23165,ビーフ、プレートステーキ、BNLESS、インサイドスカート、LN、0インチファット、チョイック、生,68.91,171,20.89,9.76,0.94,0,0,0
23166,"ビーフ,プレートステーキ,BNLESS,インサイドスカート,LN,0"" FAT,SEL,CKD,GRILD",58.01,223,30.64,11.16,1.09,0,0,0
23167,"牛肉,プレートステーキ,BNLESS,インサイドスカート,LN,0"" FAT,SEL,RAW",70.4,153,21.61,7.41,0.97,0,0,0
23168,"ビーフ、プレート STK、BNLES、OTSDE スカート、LN、0"" FAT、すべての GRDS、CKD、GRLD",52.29,282,27.68,19.01,1.3,0,0,0
23169,"ビーフ、プレートステーキ、BNLESS、スカート外、LN、0"" FAT、全 GRDS、生",65.6,206,18.74,14.53,0.94,0.19,0,0
23170,"ビーフ、プレートステーキ、BNLS、スカート外、LN、0"" FAT、CHOIC、CKD、GRLD",51.62,291,27.03,20.28,1.28,0,0,0
23171,"ビーフ、プレートステーキ、BNLESS、スカート外、LN、0"" FAT、チョイック、生",65.19,212,18.47,15.26,0.92,0.17,0,0
23172,"ビーフ、プレートステーキ、BNLESS、スカート外、LN、0"" FAT、SEL、CKD、GRLD",53.31,268,28.65,17.1,1.33,0,0,0
23173,"ビーフ、プレートステーキ、BNLESS、スカート外、LN、0"" FAT、SEL、生",66.22,198,19.14,13.44,0.97,0.23,0,0
23174,"ビーフ、リブアイステーキ、BNLESS、LIP OFF、LN、0"" FAT、ALL GRDS、CKD、GRI",60.91,206,28.11,10.37,1.09,0,0,0
23175,"ビーフ、リブロースステーキ、BNLESS、リップオフ、LN、0"" FAT、全 GRDS、生",69.93,154,21.85,7.41,0.98,0,0,0
23176,ビーフ、リブアイステーキ、BNLESS、リップオフ、LN、0インチファット、チョイック、CKD、グリル,60.09,215,27.39,11.75,1.06,0,0,0
23177,"ビーフ、リブアイステーキ、BNLESS、LIP OFF、LN、0"" FAT、チョイック、生",69.22,162,21.44,8.5,0.97,0,0,0
23178,"ビーフ、リブアイステーキ、BNLESS、LIP OFF、LN、0"" FAT、SEL、CKD、グリル",62.15,191,29.18,8.31,1.15,0,0,0
23179,"ビーフ、リブアイステーキ、BNLESS、LIP OFF、LN、0"" FAT、SEL、生",71,142,22.46,5.78,1,0,0,0
23180,"ビーフ、リブ、バックリブ、骨付き、LN、0"" FAT、オール GRDS、CKD、BRSD",51.12,299,28.36,20.57,0.64,0,0,0
23181,"ビーフ、カルビ、バックリブ、骨付き、LN、0"" FAT、全 GRDS、生",61.7,239,19.11,17.91,0.82,0.46,0,0
23182,"ビーフ、リブ、バックリブ、骨付き、LN、0"" FAT、CHOIC、CKD、BRSD",50.5,306,27.75,21.72,0.6,0,0,0
23183,"ビーフ、カルビ、バックリブ、骨付き、LN、0"" FAT、チョイック、生",60.48,252,18.72,19.36,0.8,0.64,0,0
23184,"ビーフ、カルビ、バックリブ、骨付き、LN、0"" FAT、SEL、CKD、BRSD",52.05,287,29.28,18.84,0.7,0,0,0
23185,"ビーフ、カルビ、バックリブ、骨付き、LN、0"" FAT、SEL、生",63.52,221,19.71,15.73,0.84,0.2,0,0
23186,"ビーフ、リブアイ STK、BNE-IN、LIP-ON、LN & FT、1/8"" FAT、CHOC、CKD、GRL",52.36,313,22.71,24.7,0.9,0,0,0
23187,"ビーフ、リブアイ STK、BNE-IN、LIP-ON、LN & FT、1/8"" FAT、SEL、CKD、GRLD",53.01,304,23.19,23.47,0.98,0,0,0
23188,"ビーフ、リブアイ STK、BN-IN、リップオン、LN & FT、1/8"" FT、AL GDS、CKD、GRL",52.62,309,22.9,24.2,0.93,0,0,0
23189,"ビーフ、リブアイ RST、BNE-IN、LIP-ON、LN & FAT、1/8"" FT、CHC、CKD、RST",52.38,307,23.53,23.61,0.91,0,0,0
23190,"ビーフ、リブアイ RST、BNE-IN、リップオン、LN & FAT、1/8"" FAT、SEL、CKD、RST",54.66,290,23.36,21.85,0.99,0,0,0
23191,"ビーフ、リブアイ RST、BNE-IN、LP-ON、LN & FT、1/8"" FT、AL GRD、CKD、RST",53.29,300,23.47,22.91,0.94,0,0,0
23192,"ビーフ、リブアイ STK/RST、BNE-IN、IP-ON、LN & FT、1/8"" FT、AL GRDS、RW",60.8,255,18.13,20.31,0.85,0,0,0
23193,"ビーフ、リブアイ STK/RST、BNE-IN、LIP-ON、LN & FAT、1/8"" FAT、CHC、RAW",60.35,260,17.92,20.96,0.84,0,0,0
23194,"ビーフ、リブアイ STK/RST、ボーンイン、リップオン、LN & FAT、1/8"" FAT、SEL、RW",61.47,248,18.44,19.34,0.88,0,0,0
23195,"牛肉、リブアイステーキ、BNLS、リップオン、LN & FAT、1/8"" FAT、CHC、CKD、GRD",53.5,303,22.92,23.52,0.88,0,0,0
23196,"ビーフ、リブアイ STK、BNLS、リップオン、LN & FAT、1/8"" FAT、SEL、CKD、GILD",55.98,273,24.83,19.25,0.93,0,0,0
23197,"ビーフ、リブアイ STK、BNLS、リップオン、LN & FT、1/8"" FT、AL GRD、CKD、GRLD",54.49,291,23.69,21.81,0.9,0,0,0
23198,"ビーフ、リブアイ RST、BNLS、LP-ON、LN & FT、1/8"" FT、ALL GRD、CKD、RSTD",53.79,292,24.3,21.66,0.93,0,0,0
23199,"ビーフ、リブアイ RST、BNLES、LIP-ON、LN & FAT、1/8"" FAT、CHC、CKD、RSTD",52.62,303,23.92,22.98,0.89,0,0,0
23200,"ビーフ、リブアイ RST、BNLES、LIP-ON、LN & FAT、1/8"" FAT、SEL、CKD、RSTD",55.56,277,24.85,19.68,0.98,0,0,0
23201,"ビーフ、リブアイ STK/RST、BNLS、リップオン、LN & FAT、1/8"" FAT、AL GRD、RW",61.77,244,18.85,18.73,0.89,0,0,0
23202,"ビーフ、リブアイステーキ/ロスト、BNLS、LIP-ON、LN & FAT、1/8"" FAT、CHC、RW",60.9,253,18.39,19.95,0.87,0,0,0
23213,"ビーフ、リブアイステーキ/ロスト、BNLS、LIP-ON、LN & FAT、1/8"" FAT、SEL、RW",63.08,230,19.55,16.9,0.91,0,0,0
23214,"ビーフ、PLTE STK、BNLS、INSD SKRT、LN & FAT、0"" FAT、ALL GRD、CKD、GRL",56.07,245,29.36,14.2,1.04,0,0,0
23215,"ビーフ、プレート STK、BNLSS、INSDE SKRT、LN & FAT、0"" FAT、CHC、CKD、GRLD",55.35,253,28.9,15.3,1.01,0,0,0
23216,"ビーフ、プレート STK、BNLES、INSDE SKRT、LN & FAT、0"" FAT、SEL、CKD、GRLD",57.16,233,30.06,12.54,1.08,0,0,0
23217,"ビーフ、プレートステーキ、BNLS、INSDE SKRT、LN & FAT、0"" FAT、ALL GRDS、RW",67.25,187,20.38,11.71,0.92,0,0,0
23218,"ビーフ、プレートステーキ、BNLESS、インサイドスカート、LN & FAT、0"" FAT、CHOC、RW",66.55,195,20.06,12.78,0.91,0,0,0
23219,"ビーフ、プレートステーキ、BNLESS、インサイドスカート、LN & FAT、0"" FAT、SEL、生",68.31,174,20.87,10.11,0.94,0,0,0
23220,牛肉、ひき肉、不特定脂肪含有、CKD,58.69,240,25.07,14.53,1.09,0.62,0,0
23221,"BEEF、PLTE STK、BNLS、OUTSD SKRT、LN & FAT、0"" FT、AL GRD、CKD、GRLD",51.41,292,27.06,20.47,1.28,0,0,0
23222,"ビーフ、プレート STK、BNLS、OUTSD SKRT、LN & FAT、0"" FT、CHC、CKD、GRLD",50.82,300,26.46,21.62,1.26,0,0,0
23223,"ビーフ、プレート STK、BNLS、OTSDE SKRT、LN & FAT、0"" FAT、SEL、CKD、GRILD",52.3,281,27.95,18.75,1.31,0,0,0
23224,"ビーフ、プレートステーキ、BNLS、OUTSDE SKRT、LN & FAT、0"" FAT、ALL GRDS、RW",63.17,232,17.98,17.59,0.91,0.35,0,0
23225,"ビーフ、プレート ステーキ、BNLS、外スカート、LN & FAT、0"" FAT、チョイック、生",62.64,238,17.69,18.44,0.88,0.35,0,0
23226,"ビーフ、プレートステーキ、BNLESS、外スカート、LN & FAT、0"" FAT、SEL、RW",63.96,222,18.43,16.31,0.94,0.36,0,0
23227,"ビーフ、リブアイ STK、BNLS、LIP OF、LN & FAT、0"" FT、AL GRDS、CKD、GRLD",55.59,271,24.85,19.02,0.99,0,0,0
23228,"ビーフ、リブアイステーキ、BNLS、リップオフ、LN & FAT、0"" FAT、CHC、CKD、GRLD",54.37,285,23.89,21.1,0.95,0,0,0
23229,"ビーフ、リブアイステーキ、BNLES、LIP OFF、LN & FAT、0"" FAT、SEL、CKD、GRLD",57.42,248,26.29,15.9,1.05,0,0,0
23230,"ビーフ、リブアイステーキ、BNLESS、LIP OFF、LN & FAT、0"" FAT、ALL GRD、RW",63.02,228,19.26,16.71,0.88,0.12,0,0
23231,"ビーフ、リブアイステーキ、BNLESS、LIP OFF、LN & FAT、0"" FAT、チョイック、生",61.82,241,18.69,18.43,0.87,0.2,0,0
23232,"ビーフ、リブアイステーキ、BNLESS、LIP OFF、LN & FAT、0"" FAT、SEL、RAW",64.83,208,20.12,14.14,0.91,0,0,0
23233,"ビーフ、リブ、バックリブ、骨付き、LN & FAT、0"" FAT、ALL GRDS、CKD、BRSD",46.49,360,24.23,29.21,0.62,0,0,0
23234,"ビーフ、リブ、バックリブ、骨付き、LN & FAT、0"" FAT、CHOIC、CKD、BRSD",45.56,372,23.34,30.95,0.59,0,0,0
23235,"ビーフ、リブ、バックリブ、骨付き、LN & FAT、0"" FAT、SEL、CKD、BRSD",47.88,341,25.56,26.59,0.67,0,0,0
23236,"ビーフ、カルビ、バックリブ、骨付き、LN & FAT、0"" FAT、全 GRDS、生",53.91,324,16.15,28.42,0.73,0.78,0,0
23237,"ビーフ、カルビ、バックリブ、骨付き、LN & FAT、0"" FAT、CHOIC、生",52.74,336,15.75,29.89,0.72,0.9,0,0
23238,"ビーフ、カルビ、バックリブ、骨付き、LN & FAT、0"" FAT、SEL、生",55.67,305,16.75,26.23,0.75,0.6,0,0
23239,"ビーフ、ロース、サーリン プチ RST、BNLS、LN、0"" FAT、CHOC、CKD、RSTD",63.64,173,28.97,6.37,1.11,0,0,0
23240,"ビーフ、ロース、トップサーロイン プチ RST/フィレ、BNLS、LN、0"" FAT、CHC、RW",72.28,132,23.03,4.4,1.04,0,0,0
23241,"ビーフ、ロース、トップ サールン キャップ STK、BNLS、LN、1/8"" FAT、AL GRDS、CKD、GLD",62.62,181,28.26,7.23,1.17,0.73,0,0
23242,"ビーフ、ロース、トップサーロンキャップ STK、BNLS、LN、1/8"" FAT、CHOIC、CKD、GRLD",61.65,189,28.19,7.96,1.14,1.07,0,0
23243,"牛、ロース、上サーロイン キャップステーキ、BNLS、LN、1/8"" FAT、SEL、CKD、GRLD",64.07,170,28.36,6.14,1.21,0.22,0,0
23244,"牛肉、ロース、上サーロイン キャップステーキ、BNLS、LN、1/8"" FAT、全粒度、生",72.93,134,21.38,5.36,0.98,0,0,0
23245,"牛ロース、上サーロインキャップステーキ、BNLESS、LN、1/8"" FAT、チョイック、生",72.52,138,21.34,5.82,0.99,0,0,0
23246,"牛ロース、上サーロイン キャプステーキ、BNLESS、LN、1/8"" FAT、SEL、生",73.56,128,21.44,4.68,0.98,0,0,0
23247,"牛肉、上ロースフィレ、BNLESS、LN、1/8"" FAT、全 GRDS、CKD、グリル",60.67,195,29.33,8.54,1.16,0.3,0,0
23248,"牛肉、上ロースフィレ、BNLESS、LN、1/8"" FAT、CHOIC、CKD、グリル",60,203,28.99,9.48,1.17,0.36,0,0
23249,"牛肉、上ロースフィレ、BNLESS、LN、1/8"" FAT、SEL、CKD、グリル",61.68,184,29.85,7.12,1.15,0.2,0,0
23250,"ビーフ、上ロース プチ RST、BNLSS、LN、1/8"" FAT、ALL GRDS、CKD、RSTD",60.91,195,28.33,8.76,1.17,0.82,0,0
23251,"ビーフ、上ロース プチ RST、BNLESS、LN、1/8"" FAT、CHOIC、CKD、RSTD",59.74,206,28.24,9.97,1.18,0.88,0,0
23252,"牛、上ロース プチ RST,BNLESS,LN,1/8"" FAT,SEL,CKD,RSTD",62.67,179,28.48,6.95,1.15,0.74,0,0
23253,"ビーフ、上ロース、小柄な RST/フィレ、BNLS、LN、1/8"" FAT、全 GRDS、生",70.59,143,22.61,5.84,1,0,0,0
23254,"ビーフ、上ロースのプチ ロースト/フィレ肉、BNLESS、LN、1/8"" FAT、CHOC、生",69.79,149,22.5,6.48,1,0.23,0,0
23255,"牛肉、上ロースのプチロースト/フィレ肉、BNLESS、LN、1/8"" FAT、SEL、生",71.8,135,22.77,4.88,1.01,0,0,0
23256,"ビーフ、ロース、トップ サーロイン フィレ、BNLS、LN、0"" FAT、すべて GRDS、CKD、GRLD",62.92,171,30.58,5.37,1.31,0,0,0
23257,"ビーフ、ロース、トップサーロインフィレ、BNLESS、LN、0"" FAT、CHOIC、CKD、GRILD",62.57,174,30.45,5.83,1.32,0,0,0
23258,"牛ロース、サーロインフィレ、BNLESS、LN、0"" FAT、SEL、CKD、グリル",63.44,165,30.78,4.68,1.3,0,0,0
23259,"ビーフ、ロース、トップ サーロン プチ RST、BLS、LN、0"" FAT、AL GRDS、CKD、RSTD",63.93,170,29.12,5.92,1.12,0,0,0
23260,"ビーフ、ロース、トップサーロイン プチ RST、BNLS、LN、0"" FAT、SEL、CKD、RSTD",64.36,165,29.35,5.25,1.12,0,0,0
23261,"ビーフ、ロース、トップ SRLN プチ RST/FILT、BNLS、LN、0"" FAT、AL GRDS、RAW",72.67,128,23.04,3.98,1.06,0,0,0
23262,"ビーフ、ロース、トップ サーロン プティ RST/フィレ、BNLS、LN、0"" FAT、SEL、RAW",73.27,122,23.05,3.35,1.07,0,0,0
23263,"ビーフ、リブアイ プチ ロースト/フィレ肉、BNLESS、LN、0"" FAT、全 GRDS、生",71.57,133,22.66,4.66,1.06,0.04,0,0
23264,"ビーフ、リブアイ プチ ロースト/フィレ肉、BNLESS、LN、0"" FAT、チョイック、生",70.99,138,22.52,5.29,1.03,0.18,0,0
23265,"ビーフ、リブアイ プチ ロースト/フィレ肉、BNLESS、LN、0"" FAT、SEL、RAW",72.46,125,22.89,3.72,1.11,0,0,0
23266,"ビーフ、リブアイ キャップ ステーキ、BNLESS、LN、0"" FAT、すべて GRDS、CKD、グリル",57.18,246,24.66,15.7,0.94,1.53,0,0
23267,"ビーフ、リブアイ キャップ ステーキ、BNLESS、LN、0"" FAT、CHOIC、CKD、グリル",55.8,259,24.24,17.21,0.95,1.81,0,0
23268,"ビーフ,リブロースステーキ,BNLESS,LN,0"" FAT,SEL,CKD,グリル",59.26,226,25.28,13.43,0.93,1.1,0,0
23269,"ビーフ、リブアイ キャップ ステーキ、BNLESS、LN、0"" FAT、すべての GRDS、生",67.31,180,19.7,10.6,0.89,1.51,0,0
23270,"ビーフ、リブアイ キャップ ステーキ、BNLESS、LN、0"" FAT、チョイック、生",66.5,187,19.46,11.4,0.89,1.75,0,0
23271,"ビーフ,リブロースステーキ,BNLESS,LN,0"" FAT,SEL,RAW",68.53,169,20.05,9.39,0.88,1.15,0,0
23272,ビーフ、リブアイ フィレ、BNLESS、LN、0 インチ ファット、オール GRDS、CKD、グリル,60.74,199,28.77,9.2,1.12,0.17,0,0
23273,"ビーフ、リブアイ フィレ、BNLESS、LN、0"" FAT、CHOIC、CKD、グリル",59.75,208,28.35,10.26,1.12,0.51,0,0
23274,"ビーフ、リブアイ フィレ、BNLESS、LN、0"" FAT、SEL、CKD、グリル",62.22,186,29.39,7.61,1.12,0,0,0
23275,"ビーフ、リブアイ プチ RST、BNLESS、LN、0"" FAT、ALL GRDS、CKD、RSTD",63.52,178,28.15,7.31,1.09,0,0,0
23276,"ビーフ、リブアイ プチ RST、BNLESS、LN、0"" FAT、CHOIC、CKD、RSTD",62.52,188,28,8.42,1.07,0,0,0
23277,"ビーフ、リブアイ プチ RST、BNLESS、LN、0"" FAT、SEL、CKD、RSTD",65.02,164,28.37,5.65,1.12,0,0,0
23278,"ビーフ、ロース、トップ SRL CP STK、BNLS、LN & FT、1/8"" FT、ALGDS、CKD、GRLD",57.1,242,26,15,1.1,0.8,0,0
23279,"ビーフ、ロース、トップ SRLN キャップ STK、BLS、LN & FAT、1/8"" FAT、CHC、CKD、GLD",57.2,238,26.3,14.3,1.1,1.1,0,0
23280,"ビーフ、ロース、トップ SRLN キャップ STK、BLS、LN & FAT、1/8"" FAT、SEL、CKD、GLD",56.9,249,25.5,16.1,1.1,0.4,0,0
23281,"ビーフ、ロース、トップ サールン キャップ STK、BNLS、LN & FAT、1/8"" FAT、AL GDS、RW",67.4,191,19.9,12.4,0.9,0,0,0
23282,"ビーフ、ロース、トップ サーロイン キャップ STK、BNLS、LN & FAT、1/8"" FAT、CHC、生",66.5,199,19.7,13.4,0.9,0,0,0
23283,"ビーフ、ロース、トップ サーロイン キャップ STK、BNLS、LN & FAT、1/8"" FAT、SEL、RAW",68.6,179,20.1,10.9,0.9,0,0,0
23284,"ビーフ、トップ ロース フィレ、BNLS、LN & FAT、1/8"" FAT、オール GRDS、CKD、GRLD",56.8,239,27.4,14.1,1.1,0.6,0,0
23285,"ビーフ、トップ ロース フィレ、BNLESS、LN & FAT、1/8"" FAT、CHOIC、CKD、GRILD",55.6,253,26.8,15.9,1.1,0.6,0,0
23286,"牛肉、上ロースフィレ、BNLESS、LN & FAT、1/8"" FAT、SEL、CKD、グリル",58.6,219,28.3,11.6,1.1,0.4,0,0
23287,"ビーフ、トップロース ペット RST、BNLS、LN & FAT、1/8"" FAT、AL GDS、CKD、RSTD",58,228,27,12.9,1.1,1,0,0
23288,"ビーフ、トップ ロース プチ RST、BNLS、LN & FAT、1/8"" FAT、CHOIC、CKD、RSTD",56.9,239,26.8,14.1,1.1,1.1,0,0
23289,"ビーフ、トップ ロース プチ RST、BNLS、LN & FAT、1/8"" FAT、SEL、CKD、RSTD",59.7,213,27.1,11.2,1.1,0.9,0,0
23290,"ビーフ、上ロース プチ RST/FILT、BNS、LN & FAT、1/8"" FAT、AL GRD、RW",66.4,187,21.1,11.3,0.9,0.3,0,0
23291,"ビーフ、上ロース プチ RST/フィレ、BNLS、LN & FAT、1/8"" FAT、CHC、RW",65.1,199,20.8,12.6,0.9,0.6,0,0
23292,"ビーフ、トップ ロース プチ RST/フィレ、BNLS、LN & FAT、1/8"" FAT、SEL、RW",68.4,170,21.6,9.3,1,0,0,0
23293,ビーフ、オーストラリア産、IMP、グラスフェッド、グラウンド、85% LN / 15% 脂肪、生,63.56,234,17.72,18.12,0.82,0,0,0
23294,牛肉、AUS、IMP、GRSS-FED、ロース、テンダーLN STK/RST、BNLESS、生,72.42,138,20.85,6.11,1.08,0,0,0
23295,牛肉、AUS、IMP、WGU、TENLN STK/RST、BNLESS、LN、MRB SCR 4/5、RAW,66.47,191,20.19,12.3,1.04,0,0,0
23296,ビーフ、オーストラリア産、IMP、グラスフェッド、外脂肪、生,36.51,509,11.32,51.36,0.42,0.39,0,0
23297,ビーフ、オーストラリア産、IMP、グラスフェッド、シームファット、生,31.2,562,9.58,57.73,0.44,1.06,0,0
23298,ビーフ、オーストラリア、インプ、和牛、外脂肪、オーストラリア。マーブル スコア 4/5、RAW,30.25,596,6.54,63.27,0.4,0,0,0
23299,"BEEF,AUST,IMP,WAGYU,SEAM FAT,AUST.マーブル スコア 4/5、RAW",30.44,594,6,63.3,0.32,0,0,
23300,ビーフ、オースト、インプ、和牛、外脂肪、オースト。マーブル スコア 9、RAW,25.17,639,5.54,68.07,0.25,0.97,0,0
23301,ビーフ、オーストラリア産、インプ、和牛、シーム ファット、オースト。マーブル スコア 9、RAW,28.13,627,5.16,67.33,0.22,0,0,0
23302,牛肉、AUS、IMP、GRSS-FED、TNDERLN STK/RST、BNLESS、LN&FAT、RAW,71.21,151,20.53,7.63,1.06,0.01,0,0
23303,牛肉、AUS、IMP、GRSS-FED、上ロース STK/RST、BNLESS、LN、生,72.95,131,21.79,4.87,1.01,0,0,0
23304,牛肉、AU、IMP、WGU、TDLN STK/RST、BNLES、LN & FAT、MRB SCR 4/5、RAW,65.2,206,19.71,14.09,1.02,0,0,0
23305,牛肉、AUS、IMP、GRSS-FED、トップ ロース STK/RST、BNLESS、LN FAT、生,66.42,199,19.9,13.17,0.91,0.11,0,0
23306,"BEEF,AUS,IMP,GRSS-FD,TOP SIRLN CP-OFF STK/RST,BNLESS,LN,RAW",74.1,122,21.9,3.87,1.11,0,0,0
23307,BEEF、AUS、IMP、GRSS-FD、RIBEYE STK/RST LIP-ON、BNLESS、LN、RAW,70.09,160,21.47,8.2,0.96,0,0,0
23308,BEEF、AUS、IMP、GRSS-FD、BTTM RND STK/RST、BNLESS、LN、RAW,73.31,130,21.4,4.93,1.06,0,0,0
23309,BEEF、AUS、IMP、GRSS-FD、RD、TP RND キャップオフ STK/RST、BNLESS、LN、RAW,73.05,129,22.41,4.43,1.09,0,0,0
23310,牛肉、AUS、IMP、WGU、ロース、TENLN STK/RST、BNLESS、LN、MRB SCR 9、生,61.91,237,18.87,17.73,0.93,0.57,0,0
23311,ビーフ、オーストラリア、インプ、WGU、トップ LN STK/RST、BNLESS、LN、MRB SCR 4/5、RAW,63.07,223,20.15,15.69,0.89,0.2,0,0
23312,BEEF、AUS、IMP、WGU、TP LN STK/RST、BNLESS、LN、マーブルスコア9、RAW,53.09,331,16.92,29.15,0.71,0.13,0,0
23313,牛肉、AUS、IMP、WGU、SMLENDRIB STK/RST、BNLESS、MRB SCR 4/5、RAW,61.92,234,20.35,16.93,0.91,0,0,0
23314,牛肉、AUS、IMP、WGU、SML エンドリブ STK/RST、BNLESS、MRB SCR 9、RAW,52.58,330,17.61,28.61,0.73,0.46,0,0
23315,"BEEF,AUS,IMP,GRSS-FD,TP SIRLN CP-OFFSTK/RST,BNLES,LN&FAT,RAW",73.65,127,21.77,4.45,1.1,0.01,0,0
